order_id,order_date,customer_id,region_id,product_category_id,sales,profit,quantity,profit_margin
1270,2025-06-23,228,1,3,921.79,158.6,3,17.205654216253162
1271,2025-06-24,111,2,3,68.18,281.87,4,413.42035787621
1272,2025-06-25,470,3,4,582.03,7.66,6,1.316083363400512
1273,2025-06-26,34,1,3,856.56,180.45,7,21.066825441300082
1274,2025-06-27,623,4,1,257.09,75.58,1,29.398265198957567
1275,2025-06-28,776,3,2,878.77,22.52,4,2.5626728267919936
1276,2025-06-29,936,4,1,38.66,141.83,7,366.8649767201242
1277,2025-06-30,369,3,1,737.81,8.96,2,1.214404792561771
1278,2025-07-01,748,2,4,934.45,264.54,1,28.30970089357376
1279,2025-07-02,595,1,3,664.05,155.31,1,23.38829907386492
1280,2025-07-03,554,3,2,450.25,189.02,6,41.98112159911161
1281,2025-07-04,425,2,1,63.98,15.87,5,24.804626445764303
1282,2025-07-05,613,1,3,921.71,12.9,1,1.399572533660262
1283,2025-07-06,518,1,3,480.89,212.54,3,44.197217658924075
1284,2025-07-07,692,3,4,48.42,393.25,7,812.1643948781494
1285,2025-07-08,282,1,4,696.02,-6.69,9,-0.9611792764575732
1286,2025-07-09,320,3,4,492.2,78.58,9,15.965054855749694
1287,2025-07-10,738,1,2,141.86,341.26,6,240.5611165938249
1288,2025-07-11,443,4,1,229.99,-17.48,3,-7.600330449149963
1289,2025-07-12,952,2,4,83.2,344.15,1,413.6418269230769
1290,2025-07-13,315,4,4,582.81,185.93,3,31.90233523789915
1291,2025-07-14,877,3,4,629.59,133.72,2,21.23921917438333
1292,2025-07-15,966,4,1,515.63,89.36,5,17.330256191455113
1293,2025-07-16,741,3,1,820.76,83.7,8,10.197865393050344
1294,2025-07-17,377,1,4,863.79,87.61,5,10.142511490061242
1295,2025-07-18,289,1,4,623.31,348.16,1,55.85663634467601
1296,2025-07-19,437,3,3,32.5,275.71,3,848.3384615384615
1297,2025-07-20,662,4,4,701.33,251.38,5,35.84332625155062
1298,2025-07-21,277,1,2,429.64,309.44,7,72.02308909784936
1299,2025-07-22,710,2,2,574.25,65.7,5,11.441010013060513
1300,2025-07-23,582,1,4,656.1,228.12,5,34.76909007773205
1301,2025-07-24,503,2,1,363.23,157.03,7,43.23156126971891
1302,2025-07-25,624,4,3,918.76,302.1,8,32.88127476163525
1303,2025-07-26,516,2,1,151.3,89.17,8,58.9358889623265
1304,2025-07-27,350,2,4,678.08,239.43,7,35.309992921189234
1305,2025-07-28,843,2,2,24.27,347.0,3,1429.7486608982283
1306,2025-07-29,446,2,3,926.16,130.97,2,14.141185108404597
1307,2025-07-30,830,1,1,130.25,-20.02,1,-15.370441458733206
1308,2025-07-31,350,2,1,112.99,182.22,6,161.2709089299938
1309,2025-08-01,607,1,4,346.35,105.69,9,30.515374621048068
1310,2025-08-02,664,2,3,386.09,252.5,3,65.39925924007356
1311,2025-08-03,823,3,2,230.01,377.96,5,164.32329029172647
1312,2025-08-04,137,4,4,593.42,168.52,9,28.39809915405615
1313,2025-08-05,759,2,3,454.06,159.79,9,35.191384398537636
1314,2025-08-06,899,3,1,53.49,244.56,7,457.20695457094786
1315,2025-08-07,243,2,4,333.26,-3.43,4,-1.0292264298145593
1316,2025-08-08,543,2,1,814.22,64.08,2,7.870108815799169
1317,2025-08-09,40,2,1,695.91,363.54,2,52.23951373022374
1318,2025-08-10,229,3,4,730.37,251.47,4,34.43049413311062
1319,2025-08-11,548,4,4,704.15,-43.95,1,-6.241567847759711
1320,2025-08-12,920,3,4,324.75,42.08,4,12.9576597382602
1321,2025-08-13,223,4,4,117.67,257.28,6,218.64536415398996
1322,2025-08-14,6,2,4,287.02,293.98,6,102.42491812417254
1323,2025-08-15,322,1,1,835.15,327.94,7,39.267197509429444
1324,2025-08-16,468,2,2,980.86,81.48,5,8.306995901555778
1325,2025-08-17,732,4,2,503.97,368.96,9,73.21070698652696
1326,2025-08-18,75,3,4,29.51,198.83,2,673.7716028464927
1327,2025-08-19,4,2,1,157.24,263.44,2,167.54006614093103
1328,2025-08-20,847,3,2,335.64,218.53,4,65.10844952925754
1329,2025-08-21,646,3,2,587.01,5.23,4,0.890955861058585
1330,2025-08-22,118,3,2,93.59,383.4,4,409.6591516187626
1331,2025-08-23,881,2,1,944.49,5.29,1,0.5600906309225084
1332,2025-08-24,606,3,4,377.78,64.7,4,17.126369844883268
1333,2025-08-25,504,3,4,914.33,316.13,5,34.57504402130522
1334,2025-08-26,998,2,4,784.91,228.37,9,29.09505548406824
1335,2025-08-27,947,3,3,760.33,327.17,3,43.03000013152184
1336,2025-08-28,574,2,3,614.59,182.08,3,29.626254901641747
1337,2025-08-29,441,4,3,634.25,119.65,5,18.864800945999214
1338,2025-08-30,194,4,1,645.24,364.83,6,56.541751906267436
1339,2025-08-31,847,4,2,636.15,-33.69,3,-5.295920773402499
1340,2025-09-01,715,3,2,562.65,335.26,1,59.585888207589086
1341,2025-09-02,392,1,1,986.69,53.87,8,5.459668183522686
1342,2025-09-03,26,1,1,737.64,331.93,1,44.998915460116045
1343,2025-09-04,435,3,4,781.41,12.64,2,1.6175887178305883
1344,2025-09-05,173,1,4,875.01,211.1,3,24.12543856641638
1345,2025-09-06,300,2,3,231.33,349.65,6,151.14771106211904
1346,2025-09-07,645,1,3,102.13,163.09,4,159.68863213551356
1347,2025-09-08,326,3,1,493.24,285.96,4,57.975833265752975
1348,2025-09-09,410,3,3,523.8,312.1,9,59.58381061473846
1349,2025-09-10,118,2,2,832.6,281.42,6,33.80014412683161
1350,2025-09-11,836,4,1,454.91,366.4,2,80.54340418983973
1351,2025-09-12,787,3,1,579.44,151.08,7,26.073450227806156
1352,2025-09-13,724,2,2,536.53,27.91,3,5.20194583713865
1353,2025-09-14,225,1,4,57.44,-28.49,9,-49.59958217270195
1354,2025-09-15,532,1,4,622.91,60.91,6,9.778298630620796
1355,2025-09-16,113,2,2,831.48,14.44,8,1.7366623370375713
1356,2025-09-17,140,2,2,174.35,201.08,1,115.33123028391168
1357,2025-09-18,559,3,3,602.45,33.23,2,5.515810440700472
1358,2025-09-19,1,1,1,601.74,-32.48,6,-5.39768006115598
1359,2025-09-20,90,2,3,180.9,-33.8,3,-18.68435599778883
1360,2025-09-21,654,1,2,140.99,324.21,1,229.95247889921268
1361,2025-09-22,320,2,3,980.45,216.15,6,22.04599928604212
1362,2025-09-23,550,1,2,405.84,111.14,5,27.385176424206588
1363,2025-09-24,805,4,3,242.87,352.4,9,145.09820068349322
1364,2025-09-25,894,3,3,187.9,-18.41,6,-9.797764768493881
1365,2025-09-26,139,1,4,674.25,391.14,5,58.0111234705228
1366,2025-09-27,511,4,2,617.26,227.33,1,36.82888896089169
1367,2025-09-28,868,1,3,650.68,32.56,1,5.003995819757793
1368,2025-09-29,845,1,1,106.25,255.58,1,240.54588235294122
1369,2025-09-30,259,4,3,895.66,293.52,7,32.77136413371145
1370,2025-10-01,673,1,3,401.48,143.2,6,35.66802829530736
1371,2025-10-02,902,1,1,327.1,337.73,5,103.2497707123204
1372,2025-10-03,690,3,2,473.11,17.83,4,3.7686795882564303
1373,2025-10-04,10,4,4,402.26,75.48,8,18.763983493263066
1374,2025-10-05,261,4,4,866.31,-7.93,8,-0.9153767127240826
1375,2025-10-06,919,2,4,930.68,44.9,5,4.824429449434822
1376,2025-10-07,650,1,1,317.38,57.43,4,18.09502804209465
1377,2025-10-08,172,3,3,866.66,362.93,2,41.87686059123532
1378,2025-10-09,898,1,2,785.89,-14.85,7,-1.8895774217765844
1379,2025-10-10,13,1,3,932.19,142.34,5,15.26941932438666
1380,2025-10-11,168,2,4,260.84,189.58,3,72.68057046465267
1381,2025-10-12,642,1,3,585.42,354.41,9,60.53944176830311
1382,2025-10-13,596,3,1,289.05,398.96,9,138.02456322435563
1383,2025-10-14,321,3,1,827.61,289.02,8,34.92224598542792
1384,2025-10-15,319,2,2,25.22,386.86,1,1533.9413164155433
1385,2025-10-16,613,1,2,573.52,304.2,3,53.040870414283724
1386,2025-10-17,329,3,4,352.42,383.44,2,108.80199761648032
1387,2025-10-18,785,1,2,336.23,268.27,4,79.78764536180589
1388,2025-10-19,777,1,3,652.01,-14.11,2,-2.1640772380791704
1389,2025-10-20,971,1,1,854.45,130.86,8,15.315114986248465
1390,2025-10-21,911,2,1,617.01,240.97,1,39.05447237483995
1391,2025-10-22,920,1,1,856.11,107.82,4,12.594175982058378
1392,2025-10-23,550,3,2,279.31,73.02,5,26.142995238265726
1393,2025-10-24,419,1,1,529.11,209.83,4,39.657160136833554
1394,2025-10-25,606,3,1,461.53,370.08,8,80.18547006695123
1395,2025-10-26,95,1,1,31.41,-34.26,2,-109.0735434574976
1396,2025-10-27,817,3,4,565.68,296.15,9,52.35292037901287
1397,2025-10-28,581,3,4,668.29,275.23,2,41.184216432985686
1398,2025-10-29,318,1,2,600.08,383.78,2,63.954806025863206
1399,2025-10-30,956,1,1,741.55,368.82,2,49.73636302339694
1400,2025-10-31,236,3,2,579.91,293.0,8,50.5250814781604
1401,2025-11-01,946,4,1,85.42,184.18,3,215.6169515335987
1402,2025-11-02,334,2,1,134.12,41.92,8,31.255592007157766
1403,2025-11-03,885,4,1,604.55,195.36,7,32.31494500041354
1404,2025-11-04,376,4,2,289.48,294.41,4,101.7030537515545
1405,2025-11-05,459,1,2,98.05,353.05,7,360.07139214686384
1406,2025-11-06,137,2,1,441.01,305.37,8,69.24332781569579
1407,2025-11-07,930,4,3,563.24,37.87,6,6.723599176194872
1408,2025-11-08,588,1,2,342.17,219.86,6,64.25461028143906
1409,2025-11-09,995,4,4,726.03,99.48,3,13.701913144084957
1410,2025-11-10,547,4,2,650.9,-45.86,5,-7.045629128898448
1411,2025-11-11,513,1,1,346.16,40.1,2,11.584238502426624
1412,2025-11-12,296,1,3,759.78,0.95,5,0.12503619468793598
1413,2025-11-13,320,1,1,655.72,329.22,5,50.2074055999512
1414,2025-11-14,918,2,4,644.7,66.33,7,10.288506281991623
1415,2025-11-15,572,4,2,562.36,78.11,4,13.889679209047584
1416,2025-11-16,832,1,2,31.16,381.97,6,1225.834403080873
1417,2025-11-17,349,3,1,702.58,120.59,9,17.163881693187964
1418,2025-11-18,840,4,1,388.52,-45.69,4,-11.760012354576341
1419,2025-11-19,779,3,4,943.76,77.73,6,8.236204119691449
1420,2025-11-20,873,2,3,821.63,3.68,9,0.44789016954103433
1421,2025-11-21,229,1,4,595.94,-3.74,1,-0.6275799577138638
1422,2025-11-22,270,3,3,267.14,-15.13,8,-5.663696937935166
1423,2025-11-23,828,2,2,219.64,216.97,1,98.78437443088691
1424,2025-11-24,798,1,3,353.58,35.21,4,9.958142428870412
1425,2025-11-25,291,3,3,487.04,112.56,3,23.111038107752957
1426,2025-11-26,725,3,2,310.14,337.91,4,108.95402076481591
1427,2025-11-27,165,2,2,524.63,140.95,7,26.866553571088193
1428,2025-11-28,5,1,2,182.06,362.06,9,198.8685048884983
1429,2025-11-29,851,1,4,978.16,174.07,9,17.79565715220414
1430,2025-11-30,379,3,2,125.77,129.48,1,102.94982905303331
1431,2025-12-01,78,3,1,933.31,287.68,1,30.823627733550484
1432,2025-12-02,410,3,2,915.31,-17.07,9,-1.864941932241536
1433,2025-12-03,574,1,2,534.85,-9.73,4,-1.8192016453211182
1434,2025-12-04,132,2,2,730.41,243.39,3,33.3223805807697
1435,2025-12-05,601,2,3,447.33,169.12,9,37.80654103234748
1436,2025-12-06,749,1,4,637.43,305.69,5,47.95663837597854
1437,2025-12-07,42,4,2,353.76,362.32,6,102.41971958389868
1438,2025-12-08,89,2,4,315.14,124.77,1,39.59192739734721
1439,2025-12-09,402,3,1,586.67,218.38,1,37.22365213834012
1440,2025-12-10,296,4,1,508.17,175.31,7,34.49829781372375
1441,2025-12-11,840,4,2,587.95,391.72,8,66.62471298579811
1442,2025-12-12,295,2,1,300.93,323.99,8,107.66291164058086
1443,2025-12-13,616,4,4,379.62,360.28,7,94.90543174753701
1444,2025-12-14,526,4,3,102.22,64.45,9,63.05028370181961
1445,2025-12-15,800,2,2,71.23,297.64,1,417.85764425101775
1446,2025-12-16,691,2,1,268.39,69.46,2,25.880248891538432
1447,2025-12-17,637,4,4,92.76,43.93,3,47.35877533419577
1448,2025-12-18,422,3,4,121.7,374.92,5,308.0690221857025
1449,2025-12-19,865,1,1,816.67,-41.31,4,-5.058346700625712
1450,2025-12-20,23,4,4,58.1,384.42,4,661.6523235800345
1451,2025-12-21,575,4,4,665.76,17.17,8,2.57900745013218
1452,2025-12-22,143,3,2,287.11,318.75,8,111.0201664867124
1453,2025-12-23,993,4,4,874.11,74.17,7,8.485202091269977
1454,2025-12-24,665,4,1,495.29,107.82,1,21.769064588422943
1455,2025-12-25,145,1,2,319.46,47.54,4,14.881362298879361
1456,2025-12-26,225,1,1,527.29,213.48,1,40.48625993286427
1457,2025-12-27,503,1,3,394.32,106.64,5,27.044025157232703
1458,2025-12-28,962,2,1,573.02,245.83,3,42.90077135178528
1459,2025-12-29,974,2,1,132.24,-42.96,3,-32.48638838475499
1460,2025-12-30,821,1,2,997.05,-21.03,4,-2.109222205506244
1461,2025-12-31,616,1,4,437.04,-5.15,2,-1.1783818414790408
1462,2026-01-01,104,2,1,361.27,138.55,7,38.350817947795285
1463,2026-01-02,947,3,2,716.01,316.66,4,44.225639306713596
1464,2026-01-03,39,4,3,376.62,349.68,5,92.84690138601242
1465,2026-01-04,947,4,2,836.61,60.16,2,7.190925281791993
1466,2026-01-05,198,1,2,465.19,208.47,6,44.81394698940218
1467,2026-01-06,646,3,4,725.17,295.76,9,40.78491939821007
1468,2026-01-07,579,2,1,125.3,79.97,8,63.822825219473266
1469,2026-01-08,391,1,3,849.2,134.05,8,15.785445124823363
1470,2026-01-09,179,3,2,741.0,185.79,2,25.072874493927124
1471,2026-01-10,968,3,1,227.48,10.69,4,4.699314225426411
1472,2026-01-11,554,3,1,162.38,-38.31,8,-23.59280699593546
1473,2026-01-12,448,2,2,329.97,18.76,1,5.685365336242689
1474,2026-01-13,500,2,1,976.55,232.08,8,23.765296195791308
1475,2026-01-14,15,4,2,271.69,-16.87,3,-6.209282638301005
1476,2026-01-15,623,4,2,467.0,35.36,8,7.571734475374732
1477,2026-01-16,669,3,2,49.42,102.03,6,206.45487656819103
1478,2026-01-17,289,3,3,409.28,-14.96,7,-3.655199374511337
1479,2026-01-18,478,2,2,579.89,36.26,2,6.252910034661746
1480,2026-01-19,231,4,4,954.06,360.07,1,37.74081294677484
1481,2026-01-20,923,3,1,526.4,-41.32,6,-7.849544072948329
1482,2026-01-21,420,4,3,822.73,244.04,3,29.662222114180835
1483,2026-01-22,157,4,1,556.19,122.98,4,22.11114906776461
1484,2026-01-23,550,3,3,59.97,252.69,9,421.3606803401701
1485,2026-01-24,441,2,4,328.71,214.91,3,65.37981807672418
1486,2026-01-25,97,3,3,584.04,50.57,2,8.658653516882406
1487,2026-01-26,997,3,3,951.58,331.24,2,34.809474768280126
1488,2026-01-27,411,4,3,861.95,171.37,2,19.881663669586402
1489,2026-01-28,951,3,1,243.79,320.14,6,131.31793756921942
1490,2026-01-29,289,2,2,235.71,132.71,2,56.30223579822664
1491,2026-01-30,254,3,1,217.15,393.11,7,181.0315450149666
1492,2026-01-31,196,2,2,924.05,296.72,7,32.11081651425789
1493,2026-02-01,598,2,1,855.61,384.68,7,44.95973632846741
1494,2026-02-02,834,4,4,779.39,181.45,2,23.281027470201053
1495,2026-02-03,522,1,4,404.88,163.16,7,40.298360007903575
1496,2026-02-04,517,1,3,514.29,289.95,8,56.378696844192966
1497,2026-02-05,635,4,4,475.05,346.13,8,72.8618040206294
1498,2026-02-06,842,3,3,268.33,383.87,2,143.05891998658367
1499,2026-02-07,865,4,2,514.93,96.05,5,18.653020798943547
1500,2026-02-08,118,2,4,49.89,309.42,6,620.204449789537
1501,2026-02-09,806,1,2,149.17,44.79,9,30.026144667158277
1502,2026-02-10,909,4,1,888.86,195.51,6,21.995589856670342
1503,2026-02-11,159,3,2,756.65,30.93,6,4.087755236899492
1504,2026-02-12,815,4,1,434.41,106.33,6,24.476876683317602
1505,2026-02-13,228,1,2,526.81,369.11,9,70.06510886277786
1506,2026-02-14,877,4,2,382.6,15.74,7,4.113957135389441
1507,2026-02-15,216,4,4,745.96,234.58,1,31.44672636602499
1508,2026-02-16,948,1,2,788.5,216.83,1,27.499048826886497
1509,2026-02-17,696,2,4,768.02,4.33,4,0.563787401369756
1510,2026-02-18,15,2,4,728.16,96.69,2,13.278675016479896
1511,2026-02-19,157,1,3,220.41,203.34,3,92.25534231659181
1512,2026-02-20,648,4,3,351.21,34.23,7,9.746305629110788
1513,2026-02-21,261,1,1,480.45,310.28,7,64.5811218649183
1514,2026-02-22,157,2,2,344.18,387.47,3,112.57772095996282
1515,2026-02-23,47,3,1,759.84,46.64,2,6.138134344072436
1516,2026-02-24,324,4,2,342.77,34.11,1,9.951279283484553
1517,2026-02-25,844,2,3,155.47,154.72,9,99.51759181835725
1518,2026-02-26,685,4,3,411.06,286.49,3,69.6954215929548
1519,2026-02-27,130,1,2,980.32,76.72,9,7.826015994777215
1520,2026-02-28,411,3,2,241.36,-41.05,4,-17.007789194564136
1521,2026-03-01,95,1,3,619.92,193.55,6,31.221770551038848
1522,2026-03-02,627,3,3,444.31,380.47,7,85.6316535752065
1523,2026-03-03,755,4,1,89.6,126.07,6,140.703125
1524,2026-03-04,932,4,3,498.12,139.06,1,27.916967798923952
1525,2026-03-05,292,1,2,708.12,386.01,6,54.51194712760549
1526,2026-03-06,794,3,1,522.96,262.57,6,50.20842894294019
1527,2026-03-07,811,3,2,874.66,273.63,5,31.284156129238788
1528,2026-03-08,283,4,4,303.16,203.22,3,67.03390948673967
1529,2026-03-09,69,1,1,104.52,388.57,3,371.76616915422886
1530,2026-03-10,660,3,2,937.83,259.99,7,27.722508343729675
1531,2026-03-11,11,4,3,390.63,352.76,8,90.30540409082764
1532,2026-03-12,254,2,4,584.88,264.72,3,45.26056627000411
1533,2026-03-13,842,1,2,796.16,280.8,3,35.269292604501615
1534,2026-03-14,872,2,1,337.83,80.68,7,23.88183405855016
1535,2026-03-15,550,1,2,721.84,86.57,7,11.992962429347221
1536,2026-03-16,134,4,4,152.71,302.34,9,197.9831052321393
1537,2026-03-17,712,3,1,305.47,83.52,6,27.34147379448063
1538,2026-03-18,23,3,4,161.82,203.25,7,125.60252131998517
1539,2026-03-19,815,3,2,815.01,62.21,1,7.633035177482485
1540,2026-03-20,346,1,3,238.2,317.64,7,133.35012594458436
1541,2026-03-21,302,4,3,723.06,-0.27,2,-0.03734129947722181
1542,2026-03-22,363,2,2,944.43,323.25,7,34.22699405990915
1543,2026-03-23,396,4,2,537.22,221.23,3,41.18052194631622
1544,2026-03-24,218,2,2,549.23,34.11,9,6.210512899878011
1545,2026-03-25,141,1,1,471.81,193.92,5,41.101290773828445
1546,2026-03-26,616,1,4,339.37,77.12,7,22.72446002887704
1547,2026-03-27,958,2,4,486.14,95.56,8,19.6568889620274
1548,2026-03-28,210,2,4,610.75,108.19,2,17.71428571428571
1549,2026-03-29,985,2,2,986.27,-21.51,1,-2.180944366147201
1550,2026-03-30,993,4,4,939.01,393.68,7,41.92500612347047
1551,2026-03-31,623,2,2,864.91,-35.81,6,-4.1403151773016855
1552,2026-04-01,616,1,1,891.35,248.12,6,27.83642789027879
1553,2026-04-02,828,1,3,478.49,117.05,2,24.462371209429662
1554,2026-04-03,683,3,2,664.3,240.7,3,36.23362938431431
1555,2026-04-04,460,2,2,897.17,110.31,4,12.295328644515532
1556,2026-04-05,356,4,3,405.09,253.19,3,62.502160013824096
1557,2026-04-06,324,4,3,962.53,278.16,2,28.898839516690394
1558,2026-04-07,133,4,1,427.47,260.75,3,60.998432638547726
1559,2026-04-08,888,3,4,609.06,1.28,6,0.21015991856303157
1560,2026-04-09,805,1,2,715.61,245.6,9,34.32037003395704
1561,2026-04-10,840,4,4,951.58,75.99,4,7.985665945059795
1562,2026-04-11,127,1,2,259.72,-37.04,6,-14.261512397967039
1563,2026-04-12,106,3,1,751.21,136.67,1,18.193314785479426
1564,2026-04-13,604,2,3,530.4,145.09,6,27.354826546003018
1565,2026-04-14,799,2,1,283.19,160.23,3,56.58038772555528
1566,2026-04-15,378,2,3,781.07,267.17,9,34.20564097968172
1567,2026-04-16,905,4,4,561.18,88.98,4,15.855875120282265
1568,2026-04-17,51,2,4,667.75,91.88,7,13.759640584050917
1569,2026-04-18,29,4,1,336.44,-22.75,4,-6.761978361669242
1570,2026-04-19,462,3,3,491.65,259.07,6,52.693989626767014
1571,2026-04-20,296,3,1,625.01,205.52,7,32.88267387721797
1572,2026-04-21,297,4,3,416.81,107.24,2,25.728749310237276
1573,2026-04-22,726,1,3,214.41,267.34,6,124.68634858448766
1574,2026-04-23,779,2,4,962.41,191.81,8,19.930175289117944
1575,2026-04-24,407,2,4,521.24,161.16,6,30.9185787736935
1576,2026-04-25,769,2,3,739.24,180.1,2,24.362859152643253
1577,2026-04-26,814,4,3,422.83,236.36,4,55.89953409171535
1578,2026-04-27,613,3,3,368.03,247.0,1,67.11409395973155
1579,2026-04-28,405,2,4,419.02,80.03,7,19.0993270010978
1580,2026-04-29,346,3,4,421.01,13.33,8,3.166195577302202
1581,2026-04-30,622,2,2,553.3,20.49,2,3.703235134646665
1582,2026-05-01,420,2,3,552.6,237.73,5,43.02026782482808
1583,2026-05-02,182,4,2,507.21,342.79,8,67.58344669860611
1584,2026-05-03,983,1,3,152.09,134.27,8,88.28325333684003
1585,2026-05-04,825,4,4,506.15,26.28,5,5.192136718364122
1586,2026-05-05,1,2,2,185.72,290.47,8,156.40211070428606
1587,2026-05-06,831,2,2,143.61,324.62,6,226.0427546828215
1588,2026-05-07,950,1,1,933.99,346.26,5,37.07320206854463
1589,2026-05-08,567,3,3,612.85,223.07,4,36.398792526719426
1590,2026-05-09,371,3,4,666.3,337.33,5,50.627345039771875
1591,2026-05-10,936,2,1,413.76,-43.06,4,-10.406999226604796
1592,2026-05-11,911,3,1,910.8,-1.74,1,-0.19104084321475626
1593,2026-05-12,661,2,3,645.17,-8.34,3,-1.2926825487855915
1594,2026-05-13,431,1,1,773.79,270.67,8,34.97977487431991
1595,2026-05-14,969,1,3,381.19,-18.69,7,-4.903066712138305
1596,2026-05-15,309,2,1,960.81,173.36,7,18.043109459726693
1597,2026-05-16,137,1,3,824.05,162.72,3,19.746374613190948
1598,2026-05-17,202,4,4,856.87,89.82,9,10.482336877239254
1599,2026-05-18,436,4,3,188.75,341.68,6,181.0225165562914
1600,2026-05-19,313,1,3,285.54,26.69,8,9.347201793093788
1601,2026-05-20,117,2,2,299.91,108.61,8,36.214197592611114
1602,2026-05-21,666,2,4,285.49,298.38,3,104.51504430978318
1603,2026-05-22,937,1,4,858.3,-36.31,4,-4.23045555167191
1604,2026-05-23,803,3,4,51.25,252.83,6,493.32682926829267
1605,2026-05-24,575,4,1,94.58,317.38,2,335.56777331359694
1606,2026-05-25,244,3,2,288.44,369.52,7,128.1098322008043
1607,2026-05-26,537,2,4,215.88,344.33,2,159.5006485084306
1608,2026-05-27,602,2,1,247.22,93.72,5,37.9095542431842
1609,2026-05-28,75,3,1,801.98,213.86,4,26.666500411481586
1610,2026-05-29,806,1,1,571.86,-15.22,9,-2.6614905746161646
1611,2026-05-30,386,3,2,25.66,66.04,2,257.3655494933749
1612,2026-05-31,903,3,1,440.74,-7.6,7,-1.7243726460044468
1613,2026-06-01,210,4,2,419.73,91.83,7,21.878350368093773
1614,2026-06-02,475,4,3,131.67,343.83,7,261.13009797220326
1615,2026-06-03,418,3,1,682.62,106.23,1,15.562098971609387
1616,2026-06-04,347,3,4,708.06,202.85,8,28.648702087393723
1617,2026-06-05,529,2,1,726.48,145.02,2,19.962008589362405
1618,2026-06-06,640,4,3,733.9,156.51,5,21.325793704864424
1619,2026-06-07,939,4,3,20.05,386.31,2,1926.7331670822941
1620,2026-06-08,955,2,1,954.84,83.27,5,8.720832809685392
1621,2026-06-09,876,1,3,817.92,232.3,7,28.401310641627546
1622,2026-06-10,763,4,2,905.9,139.03,6,15.347168561651397
1623,2026-06-11,179,4,2,35.33,-22.48,5,-63.62864421171809
1624,2026-06-12,182,1,1,935.18,170.2,4,18.199704869650763
1625,2026-06-13,664,4,2,813.59,316.0,8,38.840202067380375
1626,2026-06-14,25,4,2,840.47,-5.56,8,-0.6615346175354265
1627,2026-06-15,967,1,4,111.42,-18.68,1,-16.765392209657154
1628,2026-06-16,180,1,1,744.0,19.13,2,2.571236559139785
1629,2026-06-17,710,3,3,960.72,293.98,3,30.599966691647936
1630,2026-06-18,501,2,1,684.98,275.8,1,40.26394931238869
1631,2026-06-19,856,2,2,579.15,204.26,3,35.26892860226194
1632,2026-06-20,161,1,4,946.72,160.7,8,16.974395808686833
1633,2026-06-21,177,1,1,454.08,349.75,4,77.02387244538407
1634,2026-06-22,285,4,1,607.31,295.01,7,48.576509525612956
1635,2026-06-23,63,3,2,486.81,315.37,7,64.78297487726218
1636,2026-06-24,662,3,2,934.19,315.97,5,33.82288399576103
1637,2026-06-25,666,1,1,94.56,239.22,1,252.98223350253807
1638,2026-06-26,156,4,2,511.1,156.11,4,30.543924867931914
1639,2026-06-27,882,4,2,693.21,339.1,7,48.917355491121015
1640,2026-06-28,469,2,2,796.07,366.7,5,46.06378836032007
1641,2026-06-29,49,2,2,591.36,-39.29,2,-6.6440070346320335
1642,2026-06-30,967,4,2,910.74,-26.8,8,-2.942662011111843
1643,2026-07-01,849,2,4,943.15,381.43,2,40.44213539733871
1644,2026-07-02,84,1,2,83.03,74.72,8,89.99156931229676
1645,2026-07-03,361,4,3,414.32,343.02,2,82.7910793589496
1646,2026-07-04,689,2,1,42.99,124.96,5,290.6722493603163
1647,2026-07-05,148,3,4,342.83,3.6,4,1.0500831315812502
1648,2026-07-06,630,4,4,546.13,-13.8,1,-2.5268708915459692
1649,2026-07-07,342,4,2,912.58,20.43,8,2.2387078393127178
1650,2026-07-08,476,3,1,849.62,62.45,3,7.350344860055085
1651,2026-07-09,63,1,3,144.95,169.83,4,117.16453949637808
1652,2026-07-10,701,3,2,111.17,265.67,4,238.97634253845462
1653,2026-07-11,360,4,1,597.48,393.88,5,65.9235455580103
1654,2026-07-12,561,1,2,541.48,148.68,3,27.45807786067814
1655,2026-07-13,327,2,2,281.05,183.18,9,65.17701476605586
1656,2026-07-14,769,2,2,901.46,184.82,4,20.502296274931776
1657,2026-07-15,736,2,2,928.82,192.75,4,20.75213712021705
1658,2026-07-16,141,4,2,414.56,182.98,6,44.138363566190655
1659,2026-07-17,990,3,2,892.5,-46.05,8,-5.159663865546219
1660,2026-07-18,215,1,2,396.27,-49.22,7,-12.42082418553007
1661,2026-07-19,435,2,3,742.08,-6.05,4,-0.8152759810263043
1662,2026-07-20,891,1,4,486.42,-4.3,4,-0.8840097035483737
1663,2026-07-21,952,4,3,140.13,267.2,5,190.68008278027546
1664,2026-07-22,723,2,2,929.38,42.21,5,4.541737502420969
1665,2026-07-23,318,4,2,465.01,352.62,1,75.83062729833767
1666,2026-07-24,32,3,3,739.8,367.87,8,49.72560151392268
1667,2026-07-25,670,4,3,379.83,389.15,5,102.45372929994998
1668,2026-07-26,285,4,4,38.5,372.59,3,967.7662337662337
1669,2026-07-27,305,3,3,118.52,72.35,3,61.044549443131956
1670,2026-07-28,429,1,4,506.3,179.4,4,35.43353742840213
1671,2026-07-29,477,3,2,696.17,28.95,7,4.1584670410962845
1672,2026-07-30,286,3,1,348.04,312.79,5,89.87185380990691
1673,2026-07-31,144,4,1,701.58,349.79,1,49.85746457994812
1674,2026-08-01,424,1,1,704.66,333.08,5,47.26818607555417
1675,2026-08-02,19,2,1,709.86,145.02,5,20.429380441213763
